pleasantness,pleasantness_1:07:00::_the quality of giving pleasure,hot/hot%5:00:00:unpleasant:00/very unpleasant or even dangerous,beautiful/beautiful%5:00:00:pleasant:00/(of weather) highly enjoyable,sharp/sharp%5:00:00:unpleasant:00/harsh,bitter/bitter%5:00:00:unpleasant:00/harsh or corrosive in tone,rough/rough%5:00:00:unpleasant:00/unpleasantly stern,pleasant/pleasant%3:00:00::/affording pleasure; being in harmony with your taste or likings,unhappy/unhappy%5:00:00:unpleasant:00/causing discomfort,grateful/grateful%5:00:00:pleasant:00/affording comfort or pleasure,painful/painful%5:00:00:unpleasant:00/causing misery or pain or distress,"unpleasant/unpleasant%3:00:00::/disagreeable to the senses, to the mind, or feelings",grim/grim%5:00:01:unpleasant:00/harshly uninviting or formidable in manner or appearance,harsh/harsh%5:00:03:unpleasant:00/disagreeable to the senses,embarrassing/embarrassing%5:00:00:unpleasant:00/causing to feel shame or chagrin or vexation,dreadful/dreadful%5:00:00:unpleasant:00/very unpleasant,idyllic/idyllic%5:00:00:pleasant:00/suggestive of an idyll; charmingly simple and serene,ungrateful/ungrateful%5:00:00:unpleasant:00/disagreeable,dulcet/dulcet%5:00:00:pleasant:00/extremely pleasant in a gentle way,repellent/repellent%5:00:00:unpleasant:00/serving or tending to repel,beastly/beastly%5:00:00:unpleasant:00/very unpleasant,
propriety,propriety_1:07:00::_correct or appropriate behavior,right/right%5:00:02:proper:00/in accord with accepted standards of usage or procedure,wrong/wrong%5:00:02:improper:00/not in accord with established usage or procedure,proper/proper%3:00:00::/marked by suitability or rightness or appropriateness,becoming/becoming%5:00:00:proper:00/according with custom or propriety,fitting/fitting%5:00:00:proper:00/in harmony with the spirit of particular persons or occasion,victorian/victorian%5:00:00:proper:00/exaggeratedly proper,indecent/indecent%5:00:00:improper:00/not in keeping with accepted standards of what is right or proper in polite society,improper/improper%3:00:00::/not suitable or right or appropriate,out-of-the-way/out-of-the-way%5:00:00:improper:00/improper or even offensive,kosher/kosher%5:00:00:proper:00/proper or legitimate,halal/halal%5:00:00:proper:00/proper or legitimate,,,,,,,,,
olfactory_property,olfactory_property_1:07:00::_any property detected by the olfactory system,scented/scented%5:00:00:odorous:00/(used in combination) having the odor of,smelling/smelling%5:00:00:odorous:00/(used with `of' or `with') noticeably odorous,alliaceous/alliaceous%5:00:00:odorous:00/smelling of onions or garlic,almond-scented/almond-scented%5:00:00:odorous:00/smelling of almond,anise-scented/anise-scented%5:00:00:odorous:00/smelling of anise,apple-scented/apple-scented%5:00:00:odorous:00/smelling of apples,balsam-scented/balsam-scented%5:00:00:odorous:00/smelling of balsam resin,candy-scented/candy-scented%5:00:00:odorous:00/smelling of candy,cedar-scented/cedar-scented%5:00:00:odorous:00/smelling like cedar,cinnamon-scented/cinnamon-scented%5:00:00:odorous:00/smelling of cinnamon,clove-scented/clove-scented%5:00:00:odorous:00/smelling of clove,ginger-scented/ginger-scented%5:00:00:odorous:00/smelling of ginger,honey-scented/honey-scented%5:00:00:odorous:00/smelling of honey,inodorous/inodorous%3:00:00::/having no odor,lemon-scented/lemon-scented%5:00:00:odorous:00/smelling of lemons,mint-scented/mint-scented%5:00:00:odorous:00/smelling of mint,musk-scented/musk-scented%5:00:00:odorous:00/smelling of musk,non-aromatic/non-aromatic%5:00:00:odorless:00/not aromatic,odorous/odorous%3:00:00::/having odor or a characteristic odor,pleasant-smelling/pleasant-smelling%5:00:00:odorous:00/having an odor that is pleasing
practicality,practicality_1:07:00::_concerned with actual use rather than theoretical possibilities,working/working%5:00:00:practical:00/adequate for practical use; especially sufficient in strength or numbers to accomplish something,practical/practical%3:00:00::/concerned with actual use or practice,crazy/crazy%5:00:00:impractical:00/foolish; totally unsound,romantic/romantic%5:00:00:impractical:00/not sensible about practical matters; idealistic and unrealistic,functional/functional%5:00:00:practical:00/designed for or adapted to a function or use,impractical/impractical%3:00:00::/not practical; not workable or not given to practical matters,pragmatic/pragmatic%5:00:00:practical:00/concerned with practical matters,serviceable/serviceable%5:00:00:practical:00/intended or able to serve a purpose without elaboration; ,unimaginative/unimaginative%5:00:00:practical:00/dealing only with concrete facts,applicative/applicative%5:00:00:practical:00/readily applicable or practical,interoperable/interoperable%5:00:00:practical:00/able to exchange and use information,meshuga/meshuga%5:00:00:impractical:00/senseless; crazy,unfunctional/unfunctional%5:00:00:impractical:00/not related to or suitable for everyday needs or activities,unwieldy/unwieldy%5:00:00:impractical:00/difficult to work or manipulate,,,,,,
usualness,usualness_1:07:00::_commonness by virtue of not being unusual,different/different%5:00:00:unusual:00/differing from all others; not ordinary,usual/usual%3:00:00::/occurring or encountered or experienced or observed frequently or in accordance with regular practice or procedure,regular/regular%5:00:00:usual:00/in accord with regular practice or procedure,unusual/unusual%3:00:00::/not usual or common or ordinary,unique/unique%5:00:00:unusual:00/highly unusual or rare but not the single instance,odd/odd%5:00:00:unusual:00/not easily explained,extraordinary/extraordinary%5:00:00:unusual:00/(of an official) serving an unusual or special function in addition to those of the regular officials,peculiar/peculiar%5:00:00:unusual:00/markedly different from the usual,accustomed/accustomed%5:00:00:usual:00/commonly used or practiced; usual,chronic/chronic%5:00:00:usual:00/habitual,out-of-the-way/out-of-the-way%5:00:00:unusual:00/out of the ordinary,unaccustomed/unaccustomed%5:00:00:unusual:00/not customary or usual,,,,,,,,
adequacy,"adequacy_1:07:00::_the quality of being able to meet a need satisfactorily: ""he questioned the adequacy of the usual sentimental interpretation of the Golden Rule""",equal/equal%3:00:03::/having the requisite qualities or resources to meet a task,capable/capable%5:00:00:adequate:00/having the requisite qualities for,inadequate/inadequate%3:00:00::/lacking the requisite qualities or resources to meet a task,lacking/lacking%5:00:00:inadequate:00/inadequate in amount or degree,competent/competent%5:00:00:adequate:00/adequate for the purpose,incapable/incapable%5:00:00:inadequate:00/not meeting requirements,short-handed/short-handed%5:00:00:inadequate:00/inadequate in number of workers or assistants etc.,,,,,,,,,,,,,
courtesy,courtesy_1:07:00::_a courteous manner,short/short%5:00:00:discourteous:00/marked by rude or peremptory shortness,abrupt/abrupt%5:00:00:discourteous:00/surprisingly and unceremoniously brusque in manner,courteous/courteous%3:00:00::/characterized by courtesy and gracious good manners,gallant/gallant%5:00:00:courteous:00/being attentive to women like an ideal knight,discourteous/discourteous%3:00:00::/showing no courtesy; rude,ungallant/ungallant%5:00:00:discourteous:00/offensively discourteous,unceremonious/unceremonious%5:00:00:discourteous:00/without due formalities,,,,,,,,,,,,,
reassurance,reassurance_1:04:00::_the act of reassuring; restoring someone's confidence,assuring/assuring%5:00:00:reassuring:00/giving confidence,comforting/comforting%5:00:00:reassuring:00/affording comfort or solace,reassuring/reassuring%3:00:00::/restoring confidence and relieving anxiety,soothing/soothing%5:00:00:reassuring:00/freeing from fear and anxiety,worrisome/worrisome%3:00:04::/not reassuring; tending to cause anxiety,,,,,,,,,,,,,,,
virginity,virginity_1:26:00::_the condition or quality of being a virgin,pure/pure%5:00:00:chaste:00/in a state of sexual virginity,continent/continent%5:00:00:chaste:00/abstaining from sexual intercourse,chaste/chaste%3:00:00::/morally pure (especially not having experienced sexual intercourse),,,,,,,,,,,,,,,,,
stature,stature_1:07:02::_(of a standing person) the distance from head to foot,little/little%3:00:00::/low in stature; not tall,long/long%5:00:00:tall:00/of relatively great height,thick/thick%5:00:00:short:03/having a short and solid form or stature,tall/tall%3:00:00::/great in vertical dimension; high in stature,squat/squat%5:00:00:short:03/short and thick; as e.g. having short legs and heavy musculature,stately/stately%5:00:00:tall:00/of size and dignity suggestive of a statue,lanky/lanky%5:00:00:tall:00/tall and thin and having long slender limbs,leggy/leggy%5:00:02:tall:00/(of plants) having tall spindly stems,pint-sized/pint-sized%5:00:00:short:03/well below average height,half-length/half-length%5:00:00:short:03/representing only the upper half of the body,in_height/in_height%5:00:00:tall:00/having a specified height,long-stalked/long-stalked%5:00:00:tall:00/of plants having relatively long stalks,short-stalked/short-stalked%5:00:00:short:03/of plants having relatively short stalks,squab/squab%5:00:00:short:03/short and fat,,,,,,
integrity,integrity_1:26:00::_an undivided or unbroken completeness or totality with nothing wanting,whole/whole%3:00:00::/including all components without exception; being one unit or constituting the full amount or extent or duration; complete,half/half%5:00:00:fractional:00/consisting of one of two equivalent parts in value or quantity,full/full%5:00:01:whole:00/constituting the full quantity or extent; complete,entire/entire%5:00:02:whole:00/constituting the undiminished entirety; lacking nothing essential especially not damaged,broken/broken%3:00:01::/physically and forcibly separated into pieces or cracked or split,halfway/halfway%5:00:00:fractional:00/including only half or a portion,fragmentary/fragmentary%5:00:00:fractional:00/consisting of small disconnected parts,unbroken/unbroken%3:00:01::/not broken; whole and intact; in one piece,divisional/divisional%5:00:00:fractional:00/constituting a division or an aliquot part of the basic monetary unit,fractional/fractional%3:00:00::/constituting or comprising a part or fraction of a possible whole or entirety,undivided/undivided%5:00:00:whole:00/not separated into parts or shares; constituting an undivided unit,waist-length/waist-length%5:00:00:fractional:00/(of clothing) extending only to the waist,aliquot/aliquot%5:00:00:fractional:00/signifying an exact divisor or factor of a quantity,full-length/full-length%5:00:00:whole:00/representing or accommodating the entire length,full-page/full-page%5:00:00:whole:00/occupying an entire page in a book or paper,livelong/livelong%5:00:00:whole:00/(of time) constituting the full extent or duration,,,,
speed,speed_1:07:00::_a rate (usually rapid) at which something happens,hot/hot%5:00:00:fast:01/very fast; capable of quick response and great speed,immediate/immediate%5:00:00:fast:01/performed with little or no delay,fast/fast%3:00:01::/acting or moving or capable of acting or moving quickly,quick/quick%5:00:00:fast:01/accomplished rapidly and without delay,slow/slow%3:00:01::/not moving quickly; taking a comparatively long time,rapid/rapid%5:00:02:fast:01/characterized by speed; moving with or capable of moving with high speed,express/express%5:00:00:fast:01/without unnecessary stops,instant/instant%5:00:00:fast:01/occurring with no delay,swift/swift%5:00:00:fast:01/moving very fast,smart/smart%5:00:00:fast:01/quick and brisk,"accelerated/accelerated%5:00:00:fast:01/speeded up, as of an academic course",lazy/lazy%5:00:00:slow:01/moving slowly and gently,high-speed/high-speed%5:00:01:fast:01/operating at high speed,hurrying/hurrying%5:00:00:fast:01/moving with great haste,sulky/sulky%5:00:00:slow:01/moving slowly,winged/winged%5:00:00:fast:01/very fast; as if with wings,"windy/windy%5:00:00:fast:01/resembling the wind in speed, force, or variability",drawn-out/drawn-out%5:00:00:slow:01/(used of speech) uttered slowly with prolonged vowels,meteoric/meteoric%5:00:00:fast:01/like a meteor in speed or brilliance or transience,slow-moving/slow-moving%5:00:00:slow:01/moving slowly
fertility,fertility_1:26:00::_the state of being fertile; capable of producing offspring,rank/rank%5:00:00:fertile:00/very fertile; producing profuse growth,sterile/sterile%3:00:00::/incapable of reproducing,barren/barren%5:00:00:sterile:00/not bearing offspring,fertile/fertile%3:00:00::/capable of reproducing,fecund/fecund%5:00:00:fertile:00/capable of producing offspring or vegetation,unfertilized/unfertilized%5:00:00:sterile:00/not having been fertilized,conceptive/conceptive%5:00:00:fertile:00/capable of conceiving,,,,,,,,,,,,,
success,success_1:26:00::_a state of prosperity or fame,in/in%5:00:00:successful:00/holding office,out/out%5:00:00:unsuccessful:00/out of power; especially having been unsuccessful in an election,made/made%5:00:00:successful:00/successful or assured of success,successful/successful%3:00:00::/having succeeded or being marked by a favorable outcome,attempted/attempted%5:00:00:unsuccessful:00/tried unsuccessfully,winning/winning%5:00:01:successful:00/having won,productive/productive%5:00:00:successful:00/yielding positive results,ruined/ruined%5:00:00:unsuccessful:00/doomed to extinction,defeated/defeated%5:00:00:unsuccessful:00/disappointingly unsuccessful,roaring/roaring%5:00:00:successful:00/very lively and profitable,unsuccessful/unsuccessful%3:00:00::/not successful; having failed or having an unfavorable outcome,no-hit/no-hit%5:00:00:successful:00/of a game (or the pitching) in which a pitcher allows the opponent no hits,scoreless/scoreless%5:00:00:unsuccessful:00/having no points scores,self-defeating/self-defeating%5:00:00:unsuccessful:00/acting to defeat its own purpose,winless/winless%5:00:00:unsuccessful:00/having no wins,down-and-out/down-and-out%5:00:00:unsuccessful:00/lacking resources (or any prospect of resources),hitless/hitless%5:00:00:unsuccessful:00/(of a batter) without a hit,triple-crown/triple-crown%5:00:01:successful:00/of a horse that has won the Kentucky Derby and the Belmont Stakes and the Preakness races,unfulfilled/unfulfilled%5:00:00:unsuccessful:00/of persons; marked by failure to realize full potentialities,boffo/boffo%5:00:00:successful:00/resoundingly successful and popular
valence,valence_1:07:02::_(biology) a relative capacity to unite or react or interact as with antigens or a biological substrate,double/double%3:00:00::/used of homologous chromosomes associated in pairs in synapsis,multivalent/multivalent%3:00:00::/used of the association of three or more homologous chromosomes during the first division of meiosis,univalent/univalent%3:00:02::/used of a chromosome that is not paired or united with its homologous chromosome during synapsis,monovalent/monovalent%3:00:02::/containing only one kind of antibody,polyvalent/polyvalent%3:00:02::/containing several antibodies each capable of counteracting a specific antigen,,,,,,,,,,,,,,,
function,function_1:07:00::_what something is used for,useful/useful%5:00:00:functional:00/having a useful function,"structural/structural%5:00:00:functional:00/affecting or involved in structure or construction; not ornamental elements""",functional/functional%3:00:00::/designed for or capable of a particular function or use,decorative/decorative%5:00:00:nonfunctional:00/serving an esthetic rather than a useful purpose,nonfunctional/nonfunctional%3:00:00::/not having or performing a function,nonstructural/nonstructural%5:00:00:nonfunctional:00/not structural,,,,,,,,,,,,,,
morality,morality_1:07:00::_concern with the distinction between good and evil or right and wrong; right or good conduct,white/white%5:00:00:pure:01/free from moral blemish or impurity; unsullied,moral/moral%3:00:00::/concerned with principles of right and wrong or conforming to standards of behavior and character based on those principles,fast/fast%5:00:00:immoral:00/unrestrained by convention or morality,clean/clean%5:00:00:moral:00/morally pure,pure/pure%3:00:01::/(used of persons or behaviors) having no faults; sinless,immaculate/immaculate%5:00:00:pure:01/free from stain or blemish,immoral/immoral%3:00:00::/deliberately violating accepted principles of right and wrong,righteous/righteous%5:00:00:moral:00/morally justified,shocking/shocking%5:00:00:immoral:00/giving offense to moral sensibilities and injurious to reputation,chaste/chaste%5:00:00:moral:00/abstaining from unlawful sexual intercourse,defiled/defiled%5:00:00:impure:01/morally blemished; stained or impure,impure/impure%3:00:01::/(used of persons or behaviors) immoral or obscene,incorrupt/incorrupt%5:00:00:moral:00/free of corruption or immorality,scrofulous/scrofulous%5:00:00:immoral:00/morally contaminated,,,,,,
wildness,wildness_1:07:00::_an intractably barbarous or uncultivated state of nature,wild/wild%3:00:01::/in a natural state; not tamed or domesticated or cultivated,savage/savage%5:00:00:wild:01/wild and menacing,unbroken/unbroken%5:00:00:wild:01/not subdued or trained for service or use,semi-wild/semi-wild%5:00:00:wild:01/partially wild,undomesticated/undomesticated%5:00:00:wild:01/not domesticated,,,,,,,,,,,,,,,
hardness,hardness_1:07:01::_the property of being rigid and resistant to pressure; not easily scratched; measured on Mohs scale,set/set%5:00:00:hard:01/converted to solid form (as concrete),hard/hard%3:00:01::/resisting weight or pressure,firm/firm%5:00:00:hard:01/not soft or yielding to pressure,soft/soft%3:00:01::/yielding readily to pressure or weight,brushed/brushed%5:00:00:soft:01/(of fabrics) having soft nap produced by brushing,erect/erect%5:00:00:hard:01/of sexual organs; stiff and rigid,yielding/yielding%5:00:00:soft:01/lacking stiffness and giving way to pressure,padded/padded%5:00:00:soft:01/softened by the addition of cushions or padding,stony/stony%5:00:00:hard:01/hard as granite,velvet/velvet%5:00:00:soft:01/resembling velvet in having a smooth soft surface,woolly/woolly%5:00:00:soft:01/having a fluffy character or appearance,spongy/spongy%5:00:00:soft:01/easily squashed; resembling a sponge in having soft porous texture and compressibility,fluffy/fluffy%5:00:00:soft:01/like down or as soft as down,steely/steely%5:00:00:hard:01/resembling steel in hardness,unyielding/unyielding%5:00:00:hard:01/resistant to physical force or pressure,adamantine/adamantine%5:00:00:hard:01/having the hardness of a diamond,al_dente/al_dente%5:00:00:hard:01/of pasta cooked so as to be firm when eaten,cheeselike/cheeselike%5:00:00:soft:01/having the consistency of cheese,compressible/compressible%5:00:00:soft:01/capable of being easily compressed,corneous/corneous%5:00:00:hard:01/made of horn (or of a substance resembling horn)
volume,volume_1:07:02::_the magnitude of sound (usually in a specified direction),little/little%5:00:00:soft:04/(of a voice) faint,big/big%5:00:00:loud:00/loud and firm,low/low%5:00:00:soft:04/very low in volume,quiet/quiet%5:00:00:soft:04/in a softened tone,soft/soft%3:00:04::/(of sound) relatively low in volume,shouted/shouted%5:00:00:loud:00/in a vehement outcry,dull/dull%5:00:00:soft:04/being or made softer or less loud or clear,gentle/gentle%5:00:00:soft:04/quiet and soothing,loud/loud%3:00:00::/characterized by or producing sound of great volume or intensity,vocal/vocal%5:00:00:loud:00/full of the sound of voices,rustling/rustling%5:00:00:soft:04/characterized by soft sounds,shattering/shattering%5:00:00:loud:00/seemingly loud enough to break something; violently rattling or clattering,whispering/whispering%5:00:00:soft:04/making a low continuous indistinct sound,blasting/blasting%5:00:00:loud:00/unpleasantly loud and penetrating,earsplitting/earsplitting%5:00:00:loud:00/loud enough to cause (temporary) hearing loss,loud-voiced/loud-voiced%5:00:00:loud:00/having an unusually loud voice,soft-spoken/soft-spoken%5:00:00:soft:04/having a speaking manner that is not loud or harsh,clarion/clarion%5:00:00:loud:00/loud and clear,earthshaking/earthshaking%5:00:00:loud:00/loud enough to shake the very earth,euphonious/euphonious%5:00:00:soft:04/(of speech or dialect) pleasing in sound; not harsh or strident
conventionality,conventionality_1:07:00::_orthodoxy as a consequence of being conventional,"received/received%5:00:00:conventional:00/widely accepted as true or worthy; surveys show otherwise""- Economist",conventional/conventional%3:00:00::/following accepted customs and proprieties,customary/customary%5:00:00:conventional:00/in accordance with convention or custom,formulaic/formulaic%5:00:00:conventional:00/characterized by or in accordance with some formula,irregular/irregular%5:00:00:unconventional:00/independent in behavior or thought,unconventional/unconventional%3:00:00::/not conforming to accepted rules or standards,stuffy/stuffy%5:00:00:conventional:00/excessively conventional and unimaginative and hence dull,bohemian/bohemian%5:00:00:unconventional:00/unconventional in especially appearance and behavior,go-as-you-please/go-as-you-please%5:00:00:unconventional:00/not bound by rule or law or convention,,,,,,,,,,,
appropriateness,appropriateness_1:07:00::_the quality of being specially suitable,"right/right%5:00:00:appropriate:00/appropriate for a condition or purpose or occasion or a person's character, needs",wrong/wrong%5:00:00:inappropriate:00/not appropriate for a purpose or occasion,appropriate/appropriate%3:00:00::/suitable for a particular person or place or condition etc,pat/pat%5:00:00:appropriate:00/exactly suited to the occasion,pertinent/pertinent%5:00:00:apropos:00/being of striking appropriateness and pertinence,inappropriate/inappropriate%3:00:00::/not suitable for a particular occasion etc,apropos/apropos%3:00:00::/of an appropriate or pertinent nature,befitting/befitting%5:00:00:appropriate:00/appropriate to,grade-appropriate/grade-appropriate%5:00:00:appropriate:00/the quality of ability and work that is appropriate for students in a specified grade,inapposite/inapposite%5:00:00:malapropos:00/of an inappropriate or misapplied nature,malapropos/malapropos%3:00:00::/of an inappropriate or incorrectly applied nature,unbefitting/unbefitting%5:00:00:inappropriate:00/not befitting,,,,,,,,
normality,normality_1:26:00::_being within certain limits that define the range of normal functioning,mean/mean%5:00:00:normal:01/approximating the statistical norm or average or expected value,natural/natural%5:00:00:normal:01/functioning or occurring in a normal way; lacking abnormalities or deficiencies,normal/normal%3:00:01::/conforming with or constituting a norm or standard or level or type or social norm; not abnormal,average/average%5:00:01:normal:01/relating to or constituting the middle value of an ordered set of values (or the average of the middle two in a set with an even number of values),regular/regular%5:00:00:normal:01/not deviating from what is normal,typical/typical%5:00:00:normal:01/conforming to a type,"irregular/irregular%5:00:00:abnormal:00/deviating from normal expectations; somewhat odd, strange, or abnormal",unnatural/unnatural%3:00:03::/not normal; not typical or usual or regular or conforming to a norm,defective/defective%5:00:00:abnormal:00/markedly subnormal in structure or function or intelligence or behavior,aberrant/aberrant%5:00:00:abnormal:00/markedly different from an accepted norm,vicarious/vicarious%5:00:00:abnormal:00/occurring in an abnormal part of the body instead of the usual site involved in that function,anomalous/anomalous%5:00:00:abnormal:00/deviating from the general or common order or type,freakish/freakish%5:00:00:abnormal:00/characteristic of a freak,perverted/perverted%5:00:00:abnormal:00/(used of sexual behavior) showing or appealing to bizarre or deviant tastes,subnormal/subnormal%5:00:00:abnormal:00/below normal or average,supernormal/supernormal%5:00:00:abnormal:00/exceeding the normal or average,antidromic/antidromic%5:00:00:abnormal:00/conducting nerve impulses in a direction opposite to normal,brachydactylic/brachydactylic%5:00:00:abnormal:00/having abnormally short finger or toes,,
position,position_1:15:00::_the particular portion of space occupied by something,right/right%3:00:00::/being or located on or directed toward the side of the body to the east when facing north,left/left%3:00:00::/being or located on or directed toward the side of the body to the west when facing north,far/far%5:00:00:right:00/being the animal or vehicle on the right or being on the right side of an animal or vehicle,near/near%5:00:00:left:00/being on the left side,port/port%5:00:00:left:00/located on the left side of a ship or aircraft,right-hand/right-hand%5:00:00:right:00/located on or directed toward the right,left-hand/left-hand%5:00:00:left:00/located on or directed toward the left,starboard/starboard%5:00:00:right:00/located on the right side of a ship or aircraft,leftmost/leftmost%5:00:00:left:00/farthest to the left,rightmost/rightmost%5:00:00:right:00/farthest to the right,,,,,,,,,,
commonality,commonality_1:07:00::_sharing of common attributes,public/public%5:00:00:common:02/affecting the people or community as a whole,common/common%3:00:02::/belonging to or participated in by a community as a whole; public,communal/communal%5:00:00:common:02/for or by a group rather than individuals,,,,,,,,,,,,,,,,,
sensitivity,sensitivity_1:12:00::_sensitivity to emotional feelings (of self and others),dead/dead%5:00:00:insensitive:02/(followed by `to') not showing human feeling or sensitivity; unresponsive,"sensitive/sensitive%3:00:02::/being susceptible to the attitudes, feelings, or circumstances of others",alive/alive%5:00:00:sensitive:02/(followed by `to' or `of') aware of,dull/dull%5:00:00:insensitive:02/blunted in responsiveness or sensibility,callous/callous%5:00:00:insensitive:02/emotionally hardened,insensitive/insensitive%3:00:02::/deficient in human sensibility; not mentally or morally sensitive,unaffected/unaffected%5:00:01:insensitive:02/unaware of or indifferent to,touchy/touchy%5:00:00:sensitive:02/quick to take offense,oversensitive/oversensitive%5:00:00:sensitive:02/unduly sensitive or thin-skinned,soulless/soulless%5:00:00:insensitive:02/lacking sensitivity or the capacity for deep feeling,thick-skinned/thick-skinned%5:00:00:insensitive:02/insensitive to criticism,,,,,,,,,
fairness,fairness_1:07:00::_conformity with rules or standards,just/just%3:00:04::/free from favoritism or self-interest or bias or deception; conforming with established standards or rules,clean/clean%5:00:00:fair:03/exhibiting or calling for sportsmanship or fair play,raw/raw%5:00:00:unfair:00/brutally unfair or harsh,dirty/dirty%5:00:00:unfair:00/violating accepted standards or rules,unfair/unfair%3:00:00::/not fair; marked by injustice or partiality or deception,antitrust/antitrust%5:00:00:fair:03/of laws and regulations; designed to protect trade and commerce from unfair business practices,below_the_belt/below_the_belt%5:00:00:unfair:00/disregarding the rules (from the notion of an illegal low blow in boxing),fair-and-square/fair-and-square%5:00:00:fair:03/just and honest,fair-minded/fair-minded%5:00:00:fair:03/of a person; just and impartial; not prejudiced,,,,,,,,,,,
depth,depth_1:07:00::_the extent downward or backward or inward,light/light%5:00:00:shallow:02/(of sleep) easily disturbed,sound/sound%5:00:00:deep:02/(of sleep) deep and complete,deep/deep%3:00:01::/having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination,profound/profound%5:00:02:deep:02/coming from deep within one,shallow/shallow%3:00:01::/lacking physical depth; having little spatial extension downward or inward from an outer surface or backward or outward from a center,abysmal/abysmal%5:00:00:deep:01/resembling an abyss in depth; so deep as to be unmeasurable,ankle-deep/ankle-deep%5:00:00:shallow:01/coming only to the ankle or knee,bottomless/bottomless%5:00:00:deep:01/extremely deep,deep-water/deep-water%5:00:00:deep:01/of or carried on in waters of great depth,fordable/fordable%5:00:00:shallow:01/shallow enough to be crossed by walking or riding on an animal or in a vehicle,neritic/neritic%5:00:00:shallow:01/relating to the region of shallow water adjoining the seacoast,reefy/reefy%5:00:00:shallow:01/full of submerged reefs or sandbanks or shoals,walk-in/walk-in%5:00:00:deep:01/(of e.g. closets or refrigerators) extending very far enough back to allow a person to enter,,,,,,,
solidity,solidity_1:26:00::_state of having the interior filled with matter,solid/solid%3:00:02::/entirely of one substance with no holes inside,massive/massive%5:00:00:solid:02/being the same substance throughout,hollow/hollow%3:00:00::/not solid; having a space or gap or cavity,tubular/tubular%5:00:00:hollow:00/constituting a tube; having hollow tubes (as for the passage of fluids),deep-set/deep-set%5:00:00:hollow:00/having a sunken area,cavernous/cavernous%5:00:00:hollow:00/being or suggesting a cavern,fistular/fistular%5:00:00:hollow:00/hollow and tube-shaped like a reed,,,,,,,,,,,,,
being,being_1:26:00::_the state or fact of existing,free/free%5:00:00:nonexistent:00/completely wanting or lacking,active/active%5:00:00:existent:00/in operation,existing/existing%3:00:00::/having existence or being or actuality,missing/missing%5:00:00:nonexistent:00/nonexistent,vanished/vanished%5:00:00:nonexistent:00/having passed out of existence,nonexistent/nonexistent%3:00:00::/not having existence or being or actuality,nonextant/nonextant%5:00:00:nonexistent:00/no longer existing or inaccessible through loss or destruction,,,,,,,,,,,,,
quantity,quantity_1:07:00::_an adequate or large amount,"long/long%5:00:00:abundant:00/having or being more than normal or necessary:""long on brains""",enough/enough%5:00:00:sufficient:00/sufficient for the purpose,light/light%5:00:00:insufficient:00/less than the correct or legal or full amount often deliberately so,short/short%5:00:00:insufficient:00/not sufficient to meet a need,low/low%5:00:00:insufficient:00/no longer sufficient,"easy/easy%5:00:00:abundant:00/obtained with little effort or sacrifice, often obtained illegally",rich/rich%5:00:00:abundant:00/affording an abundant supply,thick/thick%5:00:00:abundant:00/abounding; having a lot of,sufficient/sufficient%3:00:00::/of a quantity that can fulfill a need or requirement but without being abundant,rare/rare%5:00:00:scarce:00/not widely distributed,comfortable/comfortable%5:00:00:sufficient:00/sufficient to provide comfort,tight/tight%5:00:00:scarce:00/affected by scarcity and expensive to borrow,rank/rank%5:00:00:abundant:00/growing profusely,lean/lean%5:00:01:insufficient:00/containing little excess,shy/shy%5:00:00:insufficient:00/short,abundant/abundant%3:00:00::/present in great quantity,exuberant/exuberant%5:00:00:abundant:00/produced or growing in extreme abundance,insufficient/insufficient%3:00:00::/of a quantity not able to fulfill a need or requirement,plentiful/plentiful%5:00:02:abundant:00/existing in great number or quantity,scarce/scarce%3:00:00::/deficient in quantity or number compared with the demand
naturalness,naturalness_1:07:00::_the quality of being natural or based on natural principles,natural/natural%3:00:01::/in accordance with nature; relating to or concerning nature,violent/violent%5:00:00:unnatural:00/effected by force or injury rather than natural causes,earthy/earthy%5:00:00:natural:01/not far removed from or suggestive of nature,unnatural/unnatural%3:00:00::/not in accordance with or determined by nature; contrary to nature,,,,,,,,,,,,,,,,
similarity,similarity_1:07:00::_the quality of being similar,similar/similar%3:00:00::/marked by correspondence or resemblance,corresponding/corresponding%5:00:00:similar:00/similar especially in position or purpose,sympathetic/sympathetic%5:00:00:similar:00/having similar disposition and tastes,akin/akin%5:00:00:similar:00/similar in quality or character,dissimilar/dissimilar%3:00:00::/not similar,confusable/confusable%5:00:00:similar:00/so similar as to be easily identified for another thing,connatural/connatural%5:00:00:similar:00/similar in nature,quasi/quasi%5:00:00:similar:00/having some resemblance,,,,,,,,,,,,
